"image_id","image_path","human_score","human_label","reason"
"p3_seed29","data/raw/p3_seed29.jpg","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p3_seed3","data/raw/p3_seed3.jpg","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p3_seed4","data/raw/p3_seed4.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p3_seed5","data/raw/p3_seed5.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p3_seed6","data/raw/p3_seed6.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p3_seed7","data/raw/p3_seed7.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p3_seed8","data/raw/p3_seed8.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p3_seed9","data/raw/p3_seed9.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p4_img0","data/raw/p4_img0.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img1","data/raw/p4_img1.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img10","data/raw/p4_img10.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img11","data/raw/p4_img11.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img12","data/raw/p4_img12.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img13","data/raw/p4_img13.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_img14","data/raw/p4_img14.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img15","data/raw/p4_img15.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_img16","data/raw/p4_img16.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img17","data/raw/p4_img17.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img18","data/raw/p4_img18.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_img19","data/raw/p4_img19.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_img2","data/raw/p4_img2.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img20","data/raw/p4_img20.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img21","data/raw/p4_img21.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_img22","data/raw/p4_img22.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img23","data/raw/p4_img23.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img24","data/raw/p4_img24.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_img25","data/raw/p4_img25.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img26","data/raw/p4_img26.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img27","data/raw/p4_img27.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img28","data/raw/p4_img28.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img29","data/raw/p4_img29.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_img3","data/raw/p4_img3.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_img4","data/raw/p4_img4.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img5","data/raw/p4_img5.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img6","data/raw/p4_img6.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img7","data/raw/p4_img7.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_img8","data/raw/p4_img8.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_img9","data/raw/p4_img9.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed10","data/raw/p4_seed10.jpg","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_seed11","data/raw/p4_seed11.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed12","data/raw/p4_seed12.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed13","data/raw/p4_seed13.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed14","data/raw/p4_seed14.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed15","data/raw/p4_seed15.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p4_seed16","data/raw/p4_seed16.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed18","data/raw/p4_seed18.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed19","data/raw/p4_seed19.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed2","data/raw/p4_seed2.jpg","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_seed20","data/raw/p4_seed20.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed21","data/raw/p4_seed21.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p4_seed22","data/raw/p4_seed22.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed23","data/raw/p4_seed23.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed24","data/raw/p4_seed24.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed25","data/raw/p4_seed25.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p4_seed27","data/raw/p4_seed27.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p4_seed28","data/raw/p4_seed28.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed29","data/raw/p4_seed29.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p4_seed4","data/raw/p4_seed4.jpg","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_seed5","data/raw/p4_seed5.jpg","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p4_seed6","data/raw/p4_seed6.jpg","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p5_img0","data/raw/p5_img0.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img1","data/raw/p5_img1.png","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p5_img10","data/raw/p5_img10.png","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p5_img11","data/raw/p5_img11.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img12","data/raw/p5_img12.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img13","data/raw/p5_img13.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_img14","data/raw/p5_img14.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img15","data/raw/p5_img15.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img16","data/raw/p5_img16.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p5_img17","data/raw/p5_img17.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img18","data/raw/p5_img18.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img19","data/raw/p5_img19.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img2","data/raw/p5_img2.png","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p5_img20","data/raw/p5_img20.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img21","data/raw/p5_img21.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_img22","data/raw/p5_img22.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img23","data/raw/p5_img23.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img24","data/raw/p5_img24.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_img25","data/raw/p5_img25.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img26","data/raw/p5_img26.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_img27","data/raw/p5_img27.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img28","data/raw/p5_img28.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img29","data/raw/p5_img29.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p5_img3","data/raw/p5_img3.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img4","data/raw/p5_img4.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img5","data/raw/p5_img5.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img6","data/raw/p5_img6.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_img7","data/raw/p5_img7.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_img8","data/raw/p5_img8.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_img9","data/raw/p5_img9.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_seed0","data/raw/p5_seed0.jpg","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p5_seed1","data/raw/p5_seed1.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_seed10","data/raw/p5_seed10.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_seed11","data/raw/p5_seed11.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p5_seed12","data/raw/p5_seed12.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p5_seed13","data/raw/p5_seed13.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed14","data/raw/p5_seed14.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_seed15","data/raw/p5_seed15.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed16","data/raw/p5_seed16.jpg","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p5_seed17","data/raw/p5_seed17.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_seed18","data/raw/p5_seed18.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_seed19","data/raw/p5_seed19.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_seed2","data/raw/p5_seed2.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_seed20","data/raw/p5_seed20.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed21","data/raw/p5_seed21.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed22","data/raw/p5_seed22.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed26","data/raw/p5_seed26.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p5_seed27","data/raw/p5_seed27.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed29","data/raw/p5_seed29.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed3","data/raw/p5_seed3.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_seed4","data/raw/p5_seed4.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed5","data/raw/p5_seed5.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p5_seed6","data/raw/p5_seed6.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_seed7","data/raw/p5_seed7.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p5_seed8","data/raw/p5_seed8.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p5_seed9","data/raw/p5_seed9.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p6_img0","data/raw/p6_img0.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img1","data/raw/p6_img1.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_img2","data/raw/p6_img2.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p6_img20","data/raw/p6_img20.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p6_img21","data/raw/p6_img21.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p6_img22","data/raw/p6_img22.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img23","data/raw/p6_img23.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img24","data/raw/p6_img24.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img25","data/raw/p6_img25.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img26","data/raw/p6_img26.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img27","data/raw/p6_img27.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img28","data/raw/p6_img28.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img29","data/raw/p6_img29.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img3","data/raw/p6_img3.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img4","data/raw/p6_img4.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img5","data/raw/p6_img5.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img6","data/raw/p6_img6.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img7","data/raw/p6_img7.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_img8","data/raw/p6_img8.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_img9","data/raw/p6_img9.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p6_seed0","data/raw/p6_seed0.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_seed1","data/raw/p6_seed1.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p6_seed13","data/raw/p6_seed13.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_seed14","data/raw/p6_seed14.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_seed19","data/raw/p6_seed19.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_seed2","data/raw/p6_seed2.jpg","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p6_seed3","data/raw/p6_seed3.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p6_seed4","data/raw/p6_seed4.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_seed5","data/raw/p6_seed5.jpg","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p6_seed6","data/raw/p6_seed6.jpg","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p6_seed7","data/raw/p6_seed7.jpg","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p6_seed8","data/raw/p6_seed8.jpg","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p6_seed9","data/raw/p6_seed9.jpg","5","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 5/10。"
"p7_img0","data/raw/p7_img0.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img1","data/raw/p7_img1.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img2","data/raw/p7_img2.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img20","data/raw/p7_img20.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img21","data/raw/p7_img21.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img22","data/raw/p7_img22.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img23","data/raw/p7_img23.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img24","data/raw/p7_img24.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img25","data/raw/p7_img25.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img26","data/raw/p7_img26.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p7_img27","data/raw/p7_img27.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img28","data/raw/p7_img28.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p7_img29","data/raw/p7_img29.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p7_img3","data/raw/p7_img3.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p7_img4","data/raw/p7_img4.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img5","data/raw/p7_img5.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p7_img6","data/raw/p7_img6.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img7","data/raw/p7_img7.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p7_img8","data/raw/p7_img8.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p7_img9","data/raw/p7_img9.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p8_img0","data/raw/p8_img0.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p8_img1","data/raw/p8_img1.png","6","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 6/10。"
"p8_img10","data/raw/p8_img10.png","7","Bad","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 7/10。"
"p8_img11","data/raw/p8_img11.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img12","data/raw/p8_img12.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p8_img13","data/raw/p8_img13.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img14","data/raw/p8_img14.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img15","data/raw/p8_img15.png","10","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 10/10。"
"p8_img16","data/raw/p8_img16.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img17","data/raw/p8_img17.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img18","data/raw/p8_img18.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img19","data/raw/p8_img19.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img2","data/raw/p8_img2.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
"p8_img20","data/raw/p8_img20.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img21","data/raw/p8_img21.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img22","data/raw/p8_img22.png","8","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 8/10。"
"p8_img23","data/raw/p8_img23.png","9","Good","依道路可見、障礙物可辨、影像清晰、遮擋程度與場景真實性五項規則綜合評為 9/10。"
